Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Google_API_Score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
246,4,,True,"11 11, 2013",A1NNZB448WT9OU,B0002GTTRC,AW596,Was as described and does a good job of filtering water on my GE Profile fridge.  The only complaint that I have is how expensive they are.,Was as described.,1384128000,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,General Electric,Tools &amp; Home Improvement,39.98,0.4,Positive,0.4,0.8,0.46,0.078,0.819,0.103,0.1779,0.21846701204776764,0.42627188563346863,0.3552611172199249,0.13679413497447968
249,5,,True,"07 22, 2013",A1HEBW1WQ4FYAW,B0002GTTRC,Pam,"It is what it is: the filter that my owner's manual tells me to buy.  Frankly, I don't have a clue if it's good or great or what, but it is easy to install and works.  I shopped around, and Amazon had the best price I could find.  Good service, same product, best price, delivery to my door.  That works for me.",Exactly what I needed for the best price around,1374451200,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,General Electric,Tools &amp; Home Improvement,39.98,0.3,Positive,0.6,3.2,0.19,0.0,0.664,0.336,0.9795,0.027403533458709717,0.10954000800848007,0.8630564212799072,0.8356528133153915
250,1,,True,"06 4, 2013",A39MAFAF4Q7KQ2,B0002GTTRC,LadyDi88,Usually buy from lowes and filters last for eight or more months this was installed a month after purchase and only lasted two months. Lesson learned buy from lowes or at least not this seller,Ripped off,1370304000,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,General Electric,Tools &amp; Home Improvement,39.98,-0.7,Negative,-0.4,0.9,-0.42,0.0,1.0,0.0,0.0,0.33112457394599915,0.583691418170929,0.08518393337726593,-0.24594078958034515
256,1,16.0,True,"08 18, 2012",A3RBAGMMTP4GJJ,B0002GTTRC,Bob Lauer,This appeared to have been a returned item. Foil covering was off filter end and the standard instruction leaflet was missing from the box. Not very sanitary to install a water filter that apparently was handled by a stranger.,Not brand new,1345248000,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,General Electric,Tools &amp; Home Improvement,39.98,-0.7,Negative,-0.7,2.2,-0.31,0.059,0.941,0.0,-0.296,0.8863174915313721,0.10629235953092575,0.007390128448605537,-0.8789274040609598
259,5,,True,"01 5, 2012",A2B5DCTPK9JTZ3,B0002GTTRC,Sara,"It worked perfectly and came quick and on time, installation was pretty easy, I was supposed to exchange it with the other model and I liked the process in Amazon,",Perfect,1325721600,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,General Electric,Tools &amp; Home Improvement,39.98,0.6,Positive,0.7,0.7,0.76,0.0,0.608,0.392,0.93,0.002544844290241599,0.023136910051107407,0.9743182063102722,0.9717732833232731
267,5,,True,"01 9, 2017",A8FOSBRFYB84L,B0002HMUBI,armando santana,better price than getting the filter only.,Five Stars,1483920000,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,GE,Tools &amp; Home Improvement,37.98,0.6,Positive,0.8,0.8,0.76,0.0,0.674,0.326,0.4404,0.12001807242631912,0.5971652865409851,0.2828165888786316,0.1627984121441841
272,5,,True,"10 8, 2016",AJVVL8ZP31BAB,B0002HMUBI,Mary Tomlin,Exactly what I wanted.,Five Stars,1475884800,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,GE,Tools &amp; Home Improvement,37.98,0.8,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.09661181271076202,0.5497583746910095,0.35362982749938965,0.25701804459095
281,5,,True,"02 28, 2015",AICXVYKVPJW36,B0002HMUBI,Andrew,shipped fast and arrive well packaged.  Great replacement at low cost.,Great replacement at low cost,1425081600,"['Appliances', 'Parts &amp; Accessories', 'Refrigerator Parts &amp; Accessories', 'Water Filters']",Water filters,GE,Tools &amp; Home Improvement,37.98,0.7,Positive,0.8,1.7,0.44,0.129,0.491,0.38,0.6249,0.004957005847245455,0.05946808680891991,0.9355749487876892,0.9306180258281529
288,5,,True,"02 20, 2018",A3G0QEG2UZ0OAJ,B0002JOZNM,Elizabeth Hasty,Always a little nervous when buying something like this online but the description and pictures definitely helped. No issues at all installing. Very careful packaging and clear instruction.,Always a little nervous when buying something like this online but the description and pictures definitely helped,1519084800,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.8,Positive,0.9,2.7,0.32,0.116,0.579,0.305,0.7805,0.017251063138246536,0.13548624515533447,0.8472626805305481,0.8300115950405598
298,5,,True,"12 26, 2016",A24OXE9RP6MX9B,B0002JOZNM,Laurie C.,Exactly what I was looking for,Five Stars,1482710400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.9,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.11790750920772552,0.6768710613250732,0.20522145926952362,0.08731400966644287
299,4,,True,"12 10, 2016",APWYJDL32T0YB,B0002JOZNM,tom78552,"This is a good cable. Don't hesitate to use it if you need the extra length for a specialty install. My only complaint was the strain relief was tough to install. I ended up having to put it on outside of the dryer first, put the impact driver to it so everything got bent into proper shape, then it all installed correctly.",Solid choice if you need a 10ft cable for a special install.,1481328000,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.6,Positive,0.2,2.2,0.09,0.075,0.807,0.119,0.6012,0.03810415044426918,0.23864692449569702,0.7232488989830017,0.6851446963846684
301,5,,True,"11 15, 2016",ABSAX617TNU9,B0002JOZNM,TeamCanote,It was easy to install and the material is super thick. I have no worries with this plug.,Very strong and durable,1479168000,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.7,Positive,0.9,1.8,0.46,0.202,0.524,0.274,0.4215,0.0035006648395210505,0.03631080687046051,0.9601885080337524,0.9566878026816994
305,5,,True,"10 8, 2016",A34XS9TVBF12B1,B0002JOZNM,frank,"works great, replaced 2 prong cable that came with my dryer.",Five Stars,1475884800,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.7,Positive,0.9,0.9,0.76,0.0,0.687,0.313,0.6249,0.014652588404715061,0.1360875815153122,0.8492597937583923,0.8346071327105165
306,4,,True,"09 20, 2016",A35ODO2S28RJNG,B0002JOZNM,Killercrane,It's a dryer cord. Nuff said.,Four Stars,1474329600,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.5,Positive,-0.1,0.3,-0.32,0.0,1.0,0.0,0.0,0.19893263280391693,0.7102245092391968,0.09084292501211166,-0.10808957368135452
309,5,,True,"06 24, 2016",A2EJOJ11BJUZ4J,B0002JOZNM,Amazon Customer,Works as should. Amazing price! Don't go buy it at a store they will rip you off.,Amazing price! Don't go buy it at a store ...,1466726400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.8,Positive,0.3,2.7,0.11,0.0,0.786,0.214,0.6239,0.21742233633995056,0.29338338971138,0.4891943037509918,0.27177202701568604
317,5,2.0,True,"07 31, 2015",A37FZXIQKBOGG4,B0002JOZNM,B. Gerdes,"Don't be afraid to use this cord. Even though its cheaper than appliance store parts, IF you can even find one, it works just fine. Hasn't burned the house down yet, hasn't electrocuted anybody, hasn't damaged my appliance. I even ordered one for my sister in law, who wanted to stack her LG units like mine and who also lives in a manufactured home.
They didn't tell us at the bigbox store that a 6' cord wouldn't be long enough, but sure sold it to me along with the stacking hardware, no questions asked. I found out the hard way, but as always...Amazon to the rescue. :)
A must for stacking units in manufactured/mobile homes!",YOU NEED THIS FOR STACKING UNITS!,1438300800,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.7,Positive,0.5,4.8,0.1,0.036,0.83,0.135,0.9031,0.025351399555802345,0.11883805692195892,0.8558105826377869,0.8304592613130808
326,5,,True,"01 1, 2015",A2NJJHLXSPVB5K,B0002JOZNM,Charles~ Humble Mechanic,This is exactly what I needed to finish out the laundry room! Nice shipping time too.,Great to find the right length cord,1420070400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.7,Positive,0.9,1.9,0.44,0.0,0.819,0.181,0.4753,0.0032854110468178988,0.029117725789546967,0.9675968289375305,0.9643113494385034
328,5,,True,"06 8, 2014",A1ZV6MCK8W4ZL9,B0002JOZNM,L. Sam,"Was very easy to install in my LG dryer. I moved and had to update to the four prong outlet, a very easy change.",easy,1402185600,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.8,Positive,0.6,1.3,0.43,0.0,0.758,0.242,0.7496,0.0072794752195477486,0.07987867295742035,0.9128419160842896,0.9055625693872571
331,5,,True,"03 27, 2014",A189MQQQENYEMQ,B0002JOZNM,Amazon Customer,"Excellent product, good price, on-time delivery.  I used it with a cord receptacle to make an adapter for the plug on my new 220 volt table saw so I could use an existing outlet.",Not just for dryers,1395878400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.9,Positive,0.4,1.0,0.38,0.0,0.815,0.185,0.765,0.0027957018464803696,0.056754130870103836,0.9404501914978027,0.9376545380800962
335,5,,True,"06 26, 2013",A1SFVB6AAAD8P2,B0002JOZNM,Kathy T.,It's just what I needed so I can stack my washer & dryer. Stores don't carry 10' cords. Glad to have found one. Now I have more space in my laundry room.,now I can stack my washer & dryer,1372204800,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.6,Positive,0.5,3.6,0.14,0.0,0.9,0.1,0.4588,0.009044316597282887,0.08107367157936096,0.9098820090293884,0.9008376868441701
347,5,,True,"12 26, 2014",A39YPNCG1I2STR,B0002U33ZM,Isabella,Perfect!,Five Stars,1419552000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Bionaire,Amazon Home,16.99,0.7,Positive,0.9,0.9,0.76,0.0,0.0,1.0,0.6114,0.009124727919697762,0.06875605881214142,0.9221192002296448,0.9129944462329149
356,5,,True,"03 26, 2017",A17YQQJAQ15AY9,B0006OQCBQ,David H,all I can say is it works like it should. got it to replace my old one and it fits into the same spot and locks in.,not so dry,1490486400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,BestAir,Amazon Home,19.36,0.4,Positive,0.8,1.6,0.46,0.0,0.909,0.091,0.3612,0.008372129872441292,0.15878047049045563,0.8328474164009094,0.8244753200560808
372,5,2.0,True,"02 10, 2010",A8KA7MG68WE83,B0006OQCFW,everydayquilter,"This product is a quality product.  I have found that it lives up to the
description given.",Extended Life Portable Humidifier Wick,1265760000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,RPS PRODUCTS,Amazon Home,10.01,0.5,Positive,0.9,1.8,0.46,0.0,1.0,0.0,0.0,0.003551830304786563,0.04671100154519081,0.9497371912002563,0.9461854069959372
373,5,,True,"04 28, 2017",A2JZMY6OY24JZW,B00084U29C,Bill M.,"The connection to the disposal a very tight fit, but I assure you that if you are buying a DIY product like this, you can make it work.  Just carefully force the metal bracket over the end of the tube, and you will be fine.  After that, this is simple, and takes up some slack without replumbing.  Excellent idea.","One tight fit, but terrific product overall.",1493337600,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,InSinkErator,Tools & Home Improvement,12.3,0.4,Positive,0.5,2.2,0.22,0.06,0.755,0.184,0.7345,0.016343438997864723,0.12262718379497528,0.8610293865203857,0.8446859661489725
379,4,,True,"03 14, 2017",A2ZSPB0XGW9J6O,B0009GVYCI,Richard C. Boice,Reduces scale and deposits when used as directed. Noticeable difference when compared to plain water.,Good product.,1489449600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.5,Positive,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.04488513246178627,0.5939232110977173,0.36119166016578674,0.31630653515458107
383,5,,True,"04 3, 2016",A3BPN9HOZW7CTB,B0009GVYCI,Timothy W.,I use a warm mist humidifier and this product does an amazing job at helping get off the residue left from our  hard water.  Great product!,Works very well!,1459641600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.7,Positive,0.9,1.9,0.44,0.043,0.581,0.376,0.8977,0.002219032496213913,0.015149743296205997,0.982631266117096,0.9804123174399137
388,5,,True,"11 12, 2015",A2XIB3E7HI45IN,B0009GVYCI,Kathleen Macgregor,does a good job of cleaning the humidifier,Five Stars,1447286400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.6,Positive,0.8,0.8,0.76,0.0,0.674,0.326,0.4404,0.010713111609220505,0.1076783835887909,0.8816084861755371,0.8708953373134136
391,5,,True,"02 8, 2015",A3ETL2ZMEETDQK,B0009GVYCI,Kris,"I definitely notice less scale and build up when I use this.  After going a few days without it, because I ran out, I noticed the build up in my humidifier was significantly more than when I use this product.  There is no smells or odors when I use the product.  Overall very pleased!",Works great with no smells or odors!,1423353600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.5,Positive,0.3,2.5,0.12,0.042,0.84,0.118,0.6105,0.01059113722294569,0.048580192029476166,0.9408286809921265,0.9302375642582774
396,1,12.0,True,"02 20, 2014",A15LKHAKUF8Q41,B0009GVYCI,Wendy Ward Grad,"Let me preface this review by stating I did not use the product after I read the label.  My rating is based on what I read and concerns raised by what was and wasn't stated.  After reading one review that mentioned the ingredients weren't listed I was curious and pulled out a magnifying glass to read the fine print before using. :The label says ""NOTICE: Since the use of this product is beyond the control of the seller, liability or damages, either incidental or consequential, shall be limited to replacement of the product.""  It states to wear protective eyewear, protective clothing and gloves.  Don't get in eyes, on skin or clothing and directions for what to do if you do.  There is also a statement that says hazardous to humans/domestic animals.  Granted all these admonitions are for the undiluted product. Having read all of this, all I could think was, if this is in my cool mist humidifier which is 2 feet from my head, I am breathing in whatever this is. I am glad that I only paid $6 for this because I will not use it.",Read the label before using,1392854400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,-0.7,Negative,-0.3,5.0,-0.06,0.046,0.905,0.049,0.1376,0.4915705919265747,0.42428478598594666,0.08414458483457565,-0.407426081597805
411,4,,True,"05 26, 2015",A3DJHKY8QHQECE,B0009GZLZY,Carl T. Almer,They work as described!,Four Stars,1432598400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Bionaire,Tools & Home Improvement,15.89,0.4,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.01662643812596798,0.38264551758766174,0.6007280349731445,0.5841015782207251
