Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Normalized_Sentiment_Scores
309,5,,True,"06 24, 2016",A2EJOJ11BJUZ4J,B0002JOZNM,Amazon Customer,Works as should. Amazing price! Don't go buy it at a store they will rip you off.,Amazing price! Don't go buy it at a store ...,1466726400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.8,Positive,0.3,2.7,0.11
317,5,2,True,"07 31, 2015",A37FZXIQKBOGG4,B0002JOZNM,B. Gerdes,"Don't be afraid to use this cord. Even though its cheaper than appliance store parts, IF you can even find one, it works just fine. Hasn't burned the house down yet, hasn't electrocuted anybody, hasn't damaged my appliance. I even ordered one for my sister in law, who wanted to stack her LG units like mine and who also lives in a manufactured home.
They didn't tell us at the bigbox store that a 6' cord wouldn't be long enough, but sure sold it to me along with the stacking hardware, no questions asked. I found out the hard way, but as always...Amazon to the rescue. :)
A must for stacking units in manufactured/mobile homes!",YOU NEED THIS FOR STACKING UNITS!,1438300800,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.7,Positive,0.5,4.8,0.1
326,5,,True,"01 1, 2015",A2NJJHLXSPVB5K,B0002JOZNM,Charles~ Humble Mechanic,This is exactly what I needed to finish out the laundry room! Nice shipping time too.,Great to find the right length cord,1420070400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.7,Positive,0.9,1.9,0.44
328,5,,True,"06 8, 2014",A1ZV6MCK8W4ZL9,B0002JOZNM,L. Sam,"Was very easy to install in my LG dryer. I moved and had to update to the four prong outlet, a very easy change.",easy,1402185600,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.8,Positive,0.6,1.3,0.43
331,5,,True,"03 27, 2014",A189MQQQENYEMQ,B0002JOZNM,Amazon Customer,"Excellent product, good price, on-time delivery.  I used it with a cord receptacle to make an adapter for the plug on my new 220 volt table saw so I could use an existing outlet.",Not just for dryers,1395878400,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.9,Positive,0.4,1.0,0.38
335,5,,True,"06 26, 2013",A1SFVB6AAAD8P2,B0002JOZNM,Kathy T.,It's just what I needed so I can stack my washer & dryer. Stores don't carry 10' cords. Glad to have found one. Now I have more space in my laundry room.,now I can stack my washer & dryer,1372204800,"['Appliances', 'Parts &amp; Accessories', 'Dryer Parts &amp; Accessories', 'Replacement Parts']",Dryer Replacement Parts,Certified Appliance Accessories,Tools &amp; Home Improvement,14.99,0.6,Positive,0.5,3.6,0.14
347,5,,True,"12 26, 2014",A39YPNCG1I2STR,B0002U33ZM,Isabella,Perfect!,Five Stars,1419552000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Bionaire,Amazon Home,16.99,0.7,Positive,0.9,0.9,0.76
356,5,,True,"03 26, 2017",A17YQQJAQ15AY9,B0006OQCBQ,David H,all I can say is it works like it should. got it to replace my old one and it fits into the same spot and locks in.,not so dry,1490486400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,BestAir,Amazon Home,19.36,0.4,Positive,0.8,1.6,0.46
372,5,2,True,"02 10, 2010",A8KA7MG68WE83,B0006OQCFW,everydayquilter,"This product is a quality product.  I have found that it lives up to the
description given.",Extended Life Portable Humidifier Wick,1265760000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,RPS PRODUCTS,Amazon Home,10.01,0.5,Positive,0.9,1.8,0.46
373,5,,True,"04 28, 2017",A2JZMY6OY24JZW,B00084U29C,Bill M.,"The connection to the disposal a very tight fit, but I assure you that if you are buying a DIY product like this, you can make it work.  Just carefully force the metal bracket over the end of the tube, and you will be fine.  After that, this is simple, and takes up some slack without replumbing.  Excellent idea.","One tight fit, but terrific product overall.",1493337600,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,InSinkErator,Tools & Home Improvement,12.3,0.4,Positive,0.5,2.2,0.22
379,4,,True,"03 14, 2017",A2ZSPB0XGW9J6O,B0009GVYCI,Richard C. Boice,Reduces scale and deposits when used as directed. Noticeable difference when compared to plain water.,Good product.,1489449600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.5,Positive,0.0,0.3,0.0
383,5,,True,"04 3, 2016",A3BPN9HOZW7CTB,B0009GVYCI,Timothy W.,I use a warm mist humidifier and this product does an amazing job at helping get off the residue left from our  hard water.  Great product!,Works very well!,1459641600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.7,Positive,0.9,1.9,0.44
388,5,,True,"11 12, 2015",A2XIB3E7HI45IN,B0009GVYCI,Kathleen Macgregor,does a good job of cleaning the humidifier,Five Stars,1447286400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.6,Positive,0.8,0.8,0.76
391,5,,True,"02 8, 2015",A3ETL2ZMEETDQK,B0009GVYCI,Kris,"I definitely notice less scale and build up when I use this.  After going a few days without it, because I ran out, I noticed the build up in my humidifier was significantly more than when I use this product.  There is no smells or odors when I use the product.  Overall very pleased!",Works great with no smells or odors!,1423353600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,0.5,Positive,0.3,2.5,0.12
396,1,12,True,"02 20, 2014",A15LKHAKUF8Q41,B0009GVYCI,Wendy Ward Grad,"Let me preface this review by stating I did not use the product after I read the label.  My rating is based on what I read and concerns raised by what was and wasn't stated.  After reading one review that mentioned the ingredients weren't listed I was curious and pulled out a magnifying glass to read the fine print before using. :The label says ""NOTICE: Since the use of this product is beyond the control of the seller, liability or damages, either incidental or consequential, shall be limited to replacement of the product.""  It states to wear protective eyewear, protective clothing and gloves.  Don't get in eyes, on skin or clothing and directions for what to do if you do.  There is also a statement that says hazardous to humans/domestic animals.  Granted all these admonitions are for the undiluted product. Having read all of this, all I could think was, if this is in my cool mist humidifier which is 2 feet from my head, I am breathing in whatever this is. I am glad that I only paid $6 for this because I will not use it.",Read the label before using,1392854400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Chemicals']",Humidifier Chemicals,BestAir,Amazon Home,15.49,-0.7,Negative,-0.3,5.0,-0.06
411,4,,True,"05 26, 2015",A3DJHKY8QHQECE,B0009GZLZY,Carl T. Almer,They work as described!,Four Stars,1432598400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Bionaire,Tools & Home Improvement,15.89,0.4,Positive,0.9,0.9,0.76
415,5,,True,"03 22, 2018",A3GV0PXTC7MPAH,B0009GVYNW,Amazon Customer,Best soap for delicate skin.  For me it works better than Dove and last longer!,Five Stars,1521676800,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.6,Positive,0.9,1.9,0.44
416,5,,True,"03 21, 2018",A5IJU9X0KII49,B0009GVYNW,Deborah Stephenson,as advertised - fast shipment. Thank you!,Five Stars,1521590400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.5,Positive,0.7,1.5,0.44
418,5,,True,"04 26, 2013",A1BEFX3E0581JA,B0009GZLZY,KKsmom,Great product for the price that I paid. It has held up very well for the money that was spent on them!,Good product,1366934400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Bionaire,Tools & Home Improvement,15.89,0.3,Positive,0.9,1.9,0.44
436,5,,True,"01 22, 2018",A2UW2OZU9LYDJ6,B0009GVYNW,Mazi,Good quality,Five Stars,1516579200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.6,Positive,0.9,0.9,0.76
446,5,,True,"12 6, 2017",A1FOEU8UDQ2Y5S,B0009GVYNW,R. Avena,Fit perfect and they work.,Five Stars,1512518400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.6,Positive,0.9,0.9,0.76
449,5,,True,"10 30, 2017",A2UDKOTQM2EM4K,B0009GVYNW,Mary - Jackson,Great product - works with my two  Aprilaire whole house humidifiers flawlessly!,Best Water Panel,1509321600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.7,Positive,0.9,0.9,0.76
462,5,,True,"05 15, 2017",AECXR5H729B82,B0009GVYNW,Amazon Customer,"Same as what came with it new, works great",Five Stars,1494806400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.7,Positive,0.8,0.8,0.76
470,5,,True,"04 8, 2017",A2QYDAMZFU2KKC,B0009GVYNW,William Pociengel,happy with the product,Five Stars,1491609600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.6,Positive,0.8,0.8,0.76
471,4,,True,"03 29, 2017",A1ZD690RCXOSB,B0009GVYNW,guitsteve,This is the correct one for the aprilaire we have...,Four Stars,1490745600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.4,Positive,0.7,0.7,0.76
473,5,,True,"03 8, 2017",A82RL4JT8Y4AE,B0009GVYNW,Marcia,Product just as described,Five Stars,1488931200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.3,Positive,0.5,0.5,0.76
482,5,,True,"02 9, 2017",A5DM5W9SMA44N,B0009GVYNW,Rodney M. George,"works great, no issues",Five Stars,1486598400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.5,Positive,0.9,0.9,0.76
483,5,,True,"01 29, 2017",A2SSNJ4I77NNGI,B0009GVYNW,joe m,"works as intended.... the fair cost makes changing these yearly as they should be a reasonable and practical idea... Aprilaire branded product seems to be of a quality construction and a solid value... these came in original factory boxes from a supplier located not far from me in Philadelphia, Pa and thus arrived lightning quick... so far the one I installed  for this heating season is working fine....",A solid value on a branded Aprilaire product,1485648000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.5,Positive,0.5,3.2,0.15
485,4,,True,"01 21, 2017",A1ZSX96PU80CDP,B0009GVYNW,TVH,It's good product!,Four Stars,1484956800,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.6,Positive,0.9,0.9,0.76
490,5,,True,"01 3, 2017",A2WVZTZ5VIMKI0,B0009GVYNW,Dennis W,Replacement parts that fit perfectly.,Easy Replacement filters,1483401600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.4,Positive,0.9,0.9,0.76
498,4,,True,"12 18, 2016",AN8C1758RP4LE,B0009GVYNW,annepriscilla,Works as it is supposed to.,Four Stars,1482019200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.4,Positive,0.8,0.8,0.76
499,5,,True,"12 15, 2016",A32221D345U6AT,B0009GVYNW,Eric,"This is a perfect OEM replacement panel for my furnace humidifier, and the two-pack saves money.",Great OEM replacement part,1481760000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.5,Positive,0.9,0.9,0.76
503,5,4,True,"12 6, 2016",A1E8EIKF5T05BO,B0009GVYNW,Panhard,"Not much to say about this replacement water panel.  This was an easy job.  Open the door on the humidifier. Disconnect the water line - just pull it off, it's a rubber hose and is held on by friction.  Pull out the the old panel and holder  Remove the the original water panel from the holder.  Put the replacement panel into the panel holder and reinstall in humidifier.  Reconnect water hose, close humidifier door and you're good to go.  Took longer to write this then to perform the task.  The replacement panel comes with good instructions.",Easy repair,1480982400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.5,Positive,0.2,3.3,0.06
507,5,,True,"11 12, 2016",AR4486G5GWE4D,B0009GVYNW,Joe A.,great oem filter,Five Stars,1478908800,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.5,Positive,0.9,0.9,0.76
508,5,,True,"11 3, 2016",A2U67TT91OHAX9,B0009GVYNW,macman,Fast shipping and true Aprilaire replacement evaporator.  Item appears to be very high quality.  Highly recommended,"A real Aprilaire, high quality part.",1478131200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.9,Positive,0.9,2.8,0.31
509,5,,True,"11 2, 2016",A3TQS01YOVH2R4,B0009GVYNW,James Davis,Does what it is expected to do. Like the fact that I can get it through Amazon.,Like the fact that I can get it through Amazon,1478044800,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.7,Positive,0.8,1.7,0.44
512,5,,True,"10 25, 2016",AOOE6UHFGN2P6,B0009GVYNW,Paul S. Palazzola,Some of the best prices around for a humidifier pad.,It doesn't get much better then this with the quality and great price.,1477353600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.6,Positive,0.9,0.9,0.76
515,5,,True,"10 4, 2016",A2EJ6LD6AI9RNA,B0009GVYNW,Amazon Customer,Works nicely.,Works well.,1475539200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.7,Positive,0.9,0.9,0.76
520,5,,True,"06 24, 2016",A369BAK2AYYNBZ,B0009GVYNW,Edyn,Did exactly what it was supposed to do with a better price tag than hardware store.,... exactly what it was supposed to do with a better price tag than hardware store,1466726400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Aprilaire,Industrial & Scientific,12.31,0.7,Positive,0.7,0.7,0.76
